ds,y
2026-07-21 09:00:00,84.16030785292382
2026-07-21 10:00:00,87.793768159694
2026-07-21 11:00:00,80.1079152819439
2026-07-21 12:00:00,80.17458242901888
2026-07-21 13:00:00,89.00926330586299
2026-07-21 14:00:00,86.05029951176164
2026-07-21 15:00:00,78.37066767867591
2026-07-21 16:00:00,54.05725542630242
2026-07-21 17:00:00,19.192818233512735
2026-07-21 18:00:00,9.219681290044402
2026-07-22 09:00:00,77.33094597761898
2026-07-22 10:00:00,63.811557636706155
2026-07-22 11:00:00,51.34612238164359
2026-07-22 12:00:00,67.95406659187026
2026-07-22 13:00:00,71.22987536675879
2026-07-22 14:00:00,59.901333986266515
2026-07-22 15:00:00,67.2632386383537
2026-07-22 16:00:00,54.650087634453925
2026-07-22 17:00:00,13.922062931816575
2026-07-22 18:00:00,8.398432296514763
2026-07-23 09:00:00,65.53629992894533
2026-07-23 10:00:00,67.38305552071205
2026-07-23 11:00:00,56.70408133161428
2026-07-23 12:00:00,52.26050691435238
2026-07-23 13:00:00,61.02835090575965
2026-07-23 14:00:00,72.54213453548702
2026-07-23 15:00:00,62.56750748728783
2026-07-23 16:00:00,46.577762438560924
2026-07-23 17:00:00,22.48527382469057
2026-07-23 18:00:00,16.3811935094259
2026-07-24 09:00:00,59.85324837934295
2026-07-24 10:00:00,68.33687438602499
2026-07-24 11:00:00,78.79826334912667
2026-07-24 12:00:00,80.91361044161272
2026-07-24 13:00:00,84.4508417731956
2026-07-24 14:00:00,82.06104334753412
2026-07-24 15:00:00,78.39575307666092
2026-07-24 16:00:00,74.58506011130727
2026-07-24 17:00:00,28.926468906052268
2026-07-24 18:00:00,11.967732358104708
2026-07-27 09:00:00,88.2744541861344
2026-07-27 10:00:00,112.04776889117437
2026-07-27 11:00:00,129.60830771796046
2026-07-27 12:00:00,128.6606853374912
2026-07-27 13:00:00,116.07765308730986
2026-07-27 14:00:00,84.45969198107984
2026-07-27 15:00:00,87.55880507057195
2026-07-27 16:00:00,96.5008011793159
2026-07-27 17:00:00,49.03961332735883
2026-07-27 18:00:00,13.635764841412792
2026-07-28 09:00:00,96.34904963758036
2026-07-28 10:00:00,121.61158446433264
2026-07-28 11:00:00,89.48546744001673
2026-07-28 12:00:00,111.86724012660255
2026-07-28 13:00:00,117.11869785283363
2026-07-28 14:00:00,109.20463187025655
2026-07-28 15:00:00,124.63923780851435
2026-07-28 16:00:00,86.94454356071705
2026-07-28 17:00:00,21.813088174811465
2026-07-29 09:00:00,63.17091507134232
2026-07-29 10:00:00,84.5461042854642
2026-07-29 11:00:00,71.36032047398275
2026-07-29 12:00:00,62.46448295432095
2026-07-29 13:00:00,58.30437952727149
2026-07-29 14:00:00,58.34208421542962
2026-07-29 15:00:00,60.02298608651921
2026-07-29 16:00:00,37.99397940275904
2026-07-29 17:00:00,13.586469859552325
2026-07-29 18:00:00,13.294648262029764
2026-07-30 09:00:00,69.52693436441581
2026-07-30 10:00:00,116.00669933648591
2026-07-30 11:00:00,121.13099627059336
2026-07-30 12:00:00,91.67319245863213
2026-07-30 13:00:00,102.8526775569456
2026-07-30 14:00:00,86.42935702796308
2026-07-30 15:00:00,80.22802973780598
2026-07-30 16:00:00,58.17112412635017
