Timestamp,Hour,Day,Week,Month,Season,Working Day,Holiday,Academic Session,Temperature,Humidity,Rainfall,Weather Condition,Heat Index,Building,Floor,Occupancy,Students,Faculty,Running Computers,Running ACs,Lighting Load,HVAC Load,Equipment Usage,Laboratory Usage,Workshop Usage,CoE Activity,Voltage,Current,Frequency,Power Factor,Current Power (kW),Daily Energy (kWh),Daily Cost,Carbon Emission,Prev Hour Consumption,Prev Day Consumption,Prev Week Consumption,Energy Consumption
2026-07-27 19:30,1,Tuesday,30,Jul,Monsoon,No,No,No,20,87,3.7,Clear,23,Workshop Building,2,7,6,1,7,1,0.9,1.5,0,3.72,4.64,0,233,39.9,49.86,0.866,9.29,9.29,78.96,7.62,9.78,10.37,9.49,9.29
2026-07-27 19:30,1,Tuesday,30,Jul,Monsoon,No,No,No,20,87,3.3,Partly Cloudy,23,Centre of Excellence,2,2,2,1,1,0,0.66,0,1.4,0,0,1.66,234,15.7,49.96,0.866,3.68,3.68,31.32,3.02,3.96,4.2,3.84,3.68
2026-07-27 20:30,2,Tuesday,30,Jul,Monsoon,No,No,No,21,86,2.3,Cloudy,24,Academic Block A,3,3,2,1,2,1,0.84,1.5,0,0,0,0,229,19.3,50.14,0.866,4.42,4.42,37.61,3.63,4.28,4.53,4.15,4.42
2026-07-27 20:30,2,Tuesday,30,Jul,Monsoon,No,No,No,21,86,4,Light Rain,24,Academic Block B,3,3,2,1,3,1,0.78,1.5,0,2.42,0,0,230,26.3,50.02,0.866,6.05,6.05,51.43,4.96,5.88,6.24,5.71,6.05
2026-07-27 20:30,2,Tuesday,30,Jul,Monsoon,No,No,No,21,86,2.1,Humid,24,Academic Block C,3,3,2,1,3,1,0.78,1.5,0,2.37,0,0,231,25.7,49.89,0.866,5.94,5.94,50.46,4.87,5.88,6.24,5.71,5.94
2026-07-27 20:30,2,Tuesday,30,Jul,Monsoon,No,No,No,21,86,1.8,Clear,24,Academic Block D,3,12,10,1,1,1,1.26,1.5,0,2.3,0,0,232,24.7,49.86,0.866,5.74,5.74,48.81,4.71,5.82,6.17,5.65,5.74
2026-07-27 20:30,2,Tuesday,30,Jul,Monsoon,No,No,No,21,86,4,Partly Cloudy,24,Workshop Building,3,7,6,1,7,1,0.9,1.5,0,3.8,4.76,0,233,40.8,49.96,0.866,9.51,9.51,80.85,7.8,9.78,10.37,9.49,9.51
2026-07-27 20:30,2,Tuesday,30,Jul,Monsoon,No,No,No,21,86,2.5,Cloudy,24,Centre of Excellence,3,2,2,1,2,1,0.9,1.5,1.86,0,0,1.73,234,16.5,50.1,0.866,3.85,3.85,32.74,3.16,3.96,4.2,3.84,3.85
2026-07-27 21:30,3,Tuesday,30,Jul,Monsoon,No,No,No,22,83,3.1,Light Rain,25,Academic Block A,1,3,2,1,2,1,0.96,1.5,0,0,0,0,229,18.4,50.02,0.866,4.2,4.2,35.74,3.45,4.28,4.53,4.15,4.2
2026-07-27 21:30,3,Tuesday,30,Jul,Monsoon,No,No,No,22,83,3.8,Humid,25,Academic Block B,1,8,7,1,0,1,1.05,1.5,0,2.24,0,0,230,24.3,49.89,0.866,5.6,5.6,47.58,4.59,5.88,6.24,5.71,5.6
2026-07-27 21:30,3,Tuesday,30,Jul,Monsoon,No,No,No,22,83,1,Clear,25,Academic Block C,1,8,7,1,0,1,1.05,1.5,0,2.22,0,0,231,24,49.86,0.866,5.54,5.54,47.11,4.54,5.88,6.24,5.71,5.54
2026-07-27 21:30,3,Tuesday,30,Jul,Monsoon,No,No,No,22,83,2.8,Partly Cloudy,25,Academic Block D,1,10,8,1,0,1,1.08,1.5,0,2.24,0,0,232,24.1,49.96,0.866,5.59,5.59,47.5,4.58,5.82,6.17,5.65,5.59
2026-07-27 21:30,3,Tuesday,30,Jul,Monsoon,No,No,No,22,83,3.9,Cloudy,25,Workshop Building,1,14,11,1,14,1,1.65,1.5,0,3.91,4.88,0,233,41.9,50.1,0.866,9.76,9.76,83,8.01,9.78,10.37,9.49,9.76
2026-07-27 21:30,3,Tuesday,30,Jul,Monsoon,No,No,No,22,83,1.5,Light Rain,25,Centre of Excellence,1,2,2,1,1,0,0.75,0,0.62,0,0,1.85,234,17.6,50.15,0.866,4.11,4.11,34.93,3.37,3.96,4.2,3.84,4.11
2026-07-27 22:30,4,Tuesday,30,Jul,Monsoon,No,No,No,23,79,3.7,Humid,26,Academic Block A,2,2,2,1,1,0,0.72,0,0,0,0,0,229,18.3,49.89,0.866,4.18,4.18,35.56,3.43,4.28,4.53,4.15,4.18
2026-07-27 22:30,4,Tuesday,30,Jul,Monsoon,No,No,No,23,79,3.2,Clear,26,Academic Block B,2,7,6,1,7,1,0.9,1.5,0,2.24,0,0,230,24.3,49.86,0.866,5.6,5.6,47.57,4.59,5.88,6.24,5.71,5.6
2026-07-27 22:30,4,Tuesday,30,Jul,Monsoon,No,No,No,23,79,0.2,Partly Cloudy,26,Academic Block C,2,7,6,1,7,1,0.9,1.5,0,2.23,0,0,231,24.1,49.96,0.866,5.58,5.58,47.41,4.57,5.88,6.24,5.71,5.58
2026-07-27 22:30,4,Tuesday,30,Jul,Monsoon,No,No,No,23,79,3.5,Cloudy,26,Academic Block D,2,7,6,1,7,1,0.9,1.5,0,2.26,0,0,232,24.3,50.1,0.866,5.64,5.64,47.94,4.63,5.82,6.17,5.65,5.64
2026-07-27 22:30,4,Tuesday,30,Jul,Monsoon,No,No,No,23,79,3.5,Light Rain,26,Workshop Building,2,7,6,1,7,1,0.9,1.5,0,3.93,4.91,0,233,42.2,50.15,0.866,9.82,9.82,83.48,8.05,9.78,10.37,9.49,9.82
2026-07-27 22:30,4,Tuesday,30,Jul,Monsoon,No,No,No,23,79,0.3,Humid,26,Centre of Excellence,2,2,2,1,1,0,0.66,0,1.4,0,0,1.84,234,17.5,50.06,0.866,4.1,4.1,34.85,3.36,3.96,4.2,3.84,4.1
2026-07-27 23:30,5,Tuesday,30,Jul,Monsoon,No,No,No,24,75,4,Clear,27,Academic Block A,3,3,2,1,2,1,0.84,1.5,0,0,0,0,229,18.2,49.86,0.866,4.18,4.18,35.51,3.43,4.28,4.53,4.15,4.18
2026-07-27 23:30,5,Tuesday,30,Jul,Monsoon,No,No,No,24,75,2.4,Partly Cloudy,27,Academic Block B,3,3,2,1,3,1,0.78,1.5,0,2.36,0,0,230,25.6,49.96,0.866,5.89,5.89,50.05,4.83,5.88,6.24,5.71,5.89
2026-07-27 23:30,5,Tuesday,30,Jul,Monsoon,No,No,No,24,75,1.4,Cloudy,27,Academic Block C,3,3,2,1,3,1,0.78,1.5,0,2.41,0,0,231,26.1,50.1,0.866,6.04,6.04,51.31,4.95,5.88,6.24,5.71,6.04
2026-07-27 23:30,5,Tuesday,30,Jul,Monsoon,No,No,No,24,75,3.9,Light Rain,27,Academic Block D,3,12,10,1,1,1,1.26,1.5,0,2.42,0,0,232,26.1,50.15,0.866,6.05,6.05,51.43,4.96,5.82,6.17,5.65,6.05
2026-07-27 23:30,5,Tuesday,30,Jul,Monsoon,No,No,No,24,75,2.8,Humid,27,Workshop Building,3,7,6,1,7,1,0.9,1.5,0,4.05,5.06,0,233,43.4,50.06,0.866,10.12,10.12,86,8.3,9.78,10.37,9.49,10.12
2026-07-27 23:30,5,Tuesday,30,Jul,Monsoon,No,No,No,24,75,0.9,Clear,27,Centre of Excellence,3,2,2,1,2,1,0.9,1.5,1.86,0,0,1.8,234,17.1,49.92,0.866,4,4,34.03,3.28,3.96,4.2,3.84,4
2026-07-28 00:30,6,Tuesday,30,Jul,Monsoon,No,No,No,26,70,3.9,Partly Cloudy,29,Academic Block A,1,3,2,1,2,1,0.96,1.5,0,0,0,0,229,18.1,49.96,0.866,4.15,4.15,35.26,3.4,4.28,4.53,4.15,4.15
2026-07-28 00:30,6,Tuesday,30,Jul,Monsoon,No,No,No,26,70,1.3,Cloudy,29,Academic Block B,1,8,7,1,0,1,1.05,1.5,0,2.39,0,0,230,26,50.1,0.866,5.98,5.98,50.82,4.9,5.88,6.24,5.71,5.98
2026-07-28 00:30,6,Tuesday,30,Jul,Monsoon,No,No,No,26,70,2.4,Light Rain,29,Academic Block C,1,8,7,1,0,1,1.05,1.5,0,2.48,0,0,231,26.9,50.15,0.866,6.2,6.2,52.72,5.09,5.88,6.24,5.71,6.2
2026-07-28 00:30,6,Tuesday,30,Jul,Monsoon,No,No,No,26,70,4,Humid,29,Academic Block D,1,10,8,1,0,1,1.08,1.5,0,2.48,0,0,232,26.8,50.06,0.866,6.21,6.21,52.76,5.09,5.82,6.17,5.65,6.21
2026-07-28 00:30,6,Tuesday,30,Jul,Monsoon,No,No,No,26,70,1.9,Clear,29,Workshop Building,1,14,11,1,14,1,1.65,1.5,0,4.1,5.12,0,233,44,49.92,0.866,10.25,10.25,87.11,8.4,9.78,10.37,9.49,10.25
2026-07-28 00:30,6,Tuesday,30,Jul,Monsoon,No,No,No,26,70,2,Partly Cloudy,29,Centre of Excellence,1,2,2,1,1,0,0.75,0,0.62,0,0,1.79,234,17,49.85,0.866,3.99,3.99,33.88,3.27,3.96,4.2,3.84,3.99
2026-07-28 01:30,7,Tuesday,30,Jul,Monsoon,No,No,No,28,65,3.5,Cloudy,31,Academic Block A,2,5,4,1,3,1,2.21,1.5,0,0,0,0,229,52.1,50.1,0.878,11.93,11.93,101.38,9.78,4.28,12.47,11.41,11.93
2026-07-28 01:30,7,Tuesday,30,Jul,Monsoon,No,No,No,28,65,0.2,Light Rain,31,Academic Block B,2,19,16,1,19,2,2.76,3,0,6.6,0,0,230,71.8,50.15,0.878,16.51,16.51,140.31,13.54,5.88,17.15,15.69,16.51
2026-07-28 01:30,7,Tuesday,30,Jul,Monsoon,No,No,No,28,65,3.3,Humid,31,Academic Block C,2,19,16,1,19,2,2.76,3,0,6.57,0,0,231,71.1,50.06,0.878,16.42,16.42,139.57,13.46,5.88,17.15,15.69,16.42
2026-07-28 01:30,7,Tuesday,30,Jul,Monsoon,No,No,No,28,65,3.7,Clear,31,Academic Block D,2,19,16,1,19,2,2.76,3,0,6.41,0,0,232,69,49.92,0.878,16.02,16.02,136.14,13.13,5.82,16.97,15.52,16.02
2026-07-28 01:30,7,Tuesday,30,Jul,Monsoon,No,No,No,28,65,0.7,Partly Cloudy,31,Workshop Building,2,19,16,1,19,1,2.76,1.5,0,10.61,13.26,0,233,113.8,49.85,0.878,26.51,26.51,225.36,21.74,9.78,28.52,26.1,26.51
2026-07-28 01:30,7,Tuesday,30,Jul,Monsoon,No,No,No,28,65,2.9,Cloudy,31,Centre of Excellence,2,5,4,1,3,1,2.02,1.5,1.87,0,0,4.79,234,45.5,49.92,0.878,10.65,10.65,90.5,8.73,3.96,11.54,10.56,10.65
2026-07-28 02:30,8,Tuesday,30,Jul,Monsoon,Yes,No,No,29,61,2.7,Light Rain,32,Academic Block A,3,16,13,1,14,3,2.58,4.5,0,0,0,0,229,124.4,50.15,0.9,28.49,28.49,242.2,23.37,11.76,28.33,25.93,28.49
2026-07-28 02:30,8,Tuesday,30,Jul,Monsoon,Yes,No,No,29,61,1,Humid,32,Academic Block B,3,17,14,1,17,3,2.39,4.5,0,15.27,0,0,230,166,50.06,0.9,38.18,38.18,324.5,31.3,16.18,38.98,35.67,38.18
2026-07-28 02:30,8,Tuesday,30,Jul,Monsoon,Yes,No,No,29,61,3.8,Clear,32,Academic Block C,3,17,14,1,17,3,2.39,4.5,0,14.59,0,0,231,157.9,49.92,0.9,36.48,36.48,310.12,29.92,16.18,38.98,35.67,36.48
2026-07-28 02:30,8,Tuesday,30,Jul,Monsoon,Yes,No,No,29,61,3.1,Partly Cloudy,32,Academic Block D,3,77,63,5,3,5,3.86,7.5,0,13.82,0,0,232,148.9,49.85,0.9,34.54,34.54,293.6,28.32,16,38.56,35.28,34.54
2026-07-28 02:30,8,Tuesday,30,Jul,Monsoon,Yes,No,No,29,61,0.5,Cloudy,32,Workshop Building,3,43,35,3,43,3,2.76,4.5,0,22.76,28.45,0,233,244.2,49.92,0.9,56.89,56.89,483.57,46.65,26.9,64.81,59.31,56.89
2026-07-28 02:30,8,Tuesday,30,Jul,Monsoon,Yes,No,No,29,61,3.6,Light Rain,32,Centre of Excellence,3,15,12,1,13,3,2.76,4.5,3.75,0,0,10.51,234,99.8,50.06,0.9,23.36,23.36,198.57,19.16,10.89,26.24,24.01,23.36
2026-07-28 03:30,9,Tuesday,30,Jul,Monsoon,Yes,No,Yes,30,57,1.7,Humid,33,Academic Block A,1,32,26,2,21,5,2.94,7.5,0,0,0,0,229,200.1,50.06,0.927,45.82,45.82,389.45,37.57,26.73,47.22,43.21,45.82
2026-07-28 03:30,9,Tuesday,30,Jul,Monsoon,Yes,No,Yes,30,57,2.1,Clear,33,Academic Block B,1,85,70,5,4,7,3.22,10.5,0,24.73,0,0,230,268.9,49.92,0.927,61.84,61.84,525.61,50.71,36.77,64.96,59.44,61.84
2026-07-28 03:30,9,Tuesday,30,Jul,Monsoon,Yes,No,Yes,30,57,4,Partly Cloudy,33,Academic Block C,1,85,70,5,4,7,3.22,10.5,0,24.18,0,0,231,261.7,49.85,0.927,60.46,60.46,513.91,49.58,36.77,64.96,59.44,60.46
2026-07-28 03:30,9,Tuesday,30,Jul,Monsoon,Yes,No,Yes,30,57,2.2,Cloudy,33,Academic Block D,1,99,81,6,3,6,3.31,9,0,23.58,0,0,232,254.1,49.92,0.927,58.95,58.95,501.04,48.34,36.38,64.26,58.81,58.95
2026-07-28 03:30,9,Tuesday,30,Jul,Monsoon,Yes,No,Yes,30,57,1.6,Light Rain,33,Workshop Building,1,142,116,9,142,9,5.06,13.5,0,39.65,49.57,0,233,425.5,50.06,0.927,99.13,99.13,842.61,81.29,61.15,108.02,98.85,99.13
2026-07-28 03:30,9,Tuesday,30,Jul,Monsoon,Yes,No,Yes,30,57,4,Humid,33,Centre of Excellence,1,21,17,1,16,5,2.3,7.5,1.75,0,0,18.32,234,173.9,50.15,0.927,40.7,40.7,345.97,33.38,24.75,43.72,40.01,40.7
2026-07-28 04:30,10,Tuesday,30,Jul,Monsoon,Yes,No,Yes,31,54,0.6,Clear,34,Academic Block A,2,24,20,1,14,5,2.21,7.5,0,0,0,0,229,222.1,49.92,0.94,50.87,50.87,432.36,41.71,44.55,56.67,51.86,50.87
2026-07-28 04:30,10,Tuesday,30,Jul,Monsoon,Yes,No,Yes,31,54,3,Partly Cloudy,34,Academic Block B,2,85,70,5,85,8,2.76,12,0,27.71,0,0,230,301.2,49.85,0.94,69.28,69.28,588.89,56.81,61.28,77.95,71.33,69.28
2026-07-28 04:30,10,Tuesday,30,Jul,Monsoon,Yes,No,Yes,31,54,3.8,Cloudy,34,Academic Block C,2,85,70,5,85,8,2.76,12,0,28.25,0,0,231,305.7,49.92,0.94,70.62,70.62,600.25,57.91,61.28,77.95,71.33,70.62
2026-07-28 04:30,10,Tuesday,30,Jul,Monsoon,Yes,No,Yes,31,54,1.1,Light Rain,34,Academic Block D,2,85,70,5,85,8,2.76,12,0,29.04,0,0,232,313,50.06,0.94,72.61,72.61,617.17,59.54,60.62,77.12,70.57,72.61
2026-07-28 04:30,10,Tuesday,30,Jul,Monsoon,Yes,No,Yes,31,54,2.6,Humid,34,Workshop Building,2,85,70,5,85,6,2.76,9,0,50.77,63.46,0,233,544.7,50.15,0.94,126.92,126.92,1078.81,104.07,101.91,129.63,118.62,126.92
2026-07-28 04:30,10,Tuesday,30,Jul,Monsoon,Yes,No,Yes,31,54,4,Clear,34,Centre of Excellence,2,21,17,1,14,5,2.02,7.5,4.5,0,0,23.62,234,224.4,50.1,0.94,52.5,52.5,446.24,43.05,41.25,52.47,48.02,52.5
2026-07-28 05:30,11,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,53,0.6,Partly Cloudy,35,Academic Block A,3,32,26,2,29,6,2.58,9,0,0,0,0,229,222.1,49.85,0.94,50.86,50.86,432.27,41.7,53.46,56.67,51.86,50.86
2026-07-28 05:30,11,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,53,3.7,Cloudy,35,Academic Block B,3,34,28,2,34,6,2.39,9,0,27.89,0,0,230,303.1,49.92,0.94,69.72,69.72,592.58,57.17,73.54,77.95,71.33,69.72
2026-07-28 05:30,11,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,53,3.3,Light Rain,35,Academic Block C,3,34,28,2,34,6,2.39,9,0,28.51,0,0,231,308.5,50.06,0.94,71.27,71.27,605.8,58.44,73.54,77.95,71.33,71.27
2026-07-28 05:30,11,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,53,0.1,Humid,35,Academic Block D,3,153,125,9,7,9,3.86,13.5,0,29.21,0,0,232,314.8,50.15,0.94,73.03,73.03,620.77,59.89,72.75,77.12,70.57,73.03
2026-07-28 05:30,11,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,53,3.4,Clear,35,Workshop Building,3,85,70,5,85,6,2.76,9,0,50.65,63.31,0,233,543.4,50.1,0.94,126.61,126.61,1076.21,103.82,122.29,129.63,118.62,126.61
2026-07-28 05:30,11,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,53,3.6,Partly Cloudy,35,Centre of Excellence,3,30,25,2,26,6,2.76,9,6,0,0,23.36,234,221.9,49.96,0.94,51.92,51.92,441.33,42.58,49.5,52.47,48.02,51.92
2026-07-28 06:30,12,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,52,1.8,Cloudy,35,Academic Block A,1,34,28,2,23,6,2.94,9,0,0,0,0,229,207.9,49.92,0.931,47.62,47.62,404.77,39.05,53.46,50.43,46.15,47.62
2026-07-28 06:30,12,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,52,4,Light Rain,35,Academic Block B,1,91,75,5,5,8,3.22,12,0,26.86,0,0,230,292,50.06,0.931,67.16,67.16,570.84,55.07,73.54,69.38,63.49,67.16
2026-07-28 06:30,12,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,52,2.5,Humid,35,Academic Block C,1,91,75,5,5,8,3.22,12,0,27.22,0,0,231,294.6,50.15,0.931,68.05,68.05,578.42,55.8,73.54,69.38,63.49,68.05
2026-07-28 06:30,12,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,52,1.2,Clear,35,Academic Block D,1,106,87,6,3,7,3.31,10.5,0,26.78,0,0,232,288.6,50.1,0.931,66.96,66.96,569.15,54.91,72.75,68.63,62.81,66.96
2026-07-28 06:30,12,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,52,3.9,Partly Cloudy,35,Workshop Building,1,151,124,9,151,10,5.06,15,0,44.02,55.02,0,233,472.3,49.96,0.931,110.04,110.04,935.38,90.24,122.29,115.37,105.57,110.04
2026-07-28 06:30,12,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,52,2.9,Cloudy,35,Centre of Excellence,1,23,19,1,17,5,2.3,7.5,1.83,0,0,19.45,234,184.7,49.86,0.931,43.22,43.22,367.4,35.44,49.5,46.7,42.73,43.22
2026-07-28 07:30,13,Tuesday,30,Jul,Monsoon,Yes,No,Yes,34,53,2.8,Light Rain,35,Academic Block A,2,19,16,1,11,4,2.21,6,0,0,0,0,229,185,50.06,0.922,42.37,42.37,360.18,34.75,47.58,44.2,40.45,42.37
2026-07-28 07:30,13,Tuesday,30,Jul,Monsoon,Yes,No,Yes,34,53,3.9,Humid,35,Academic Block B,2,66,54,4,66,7,2.76,10.5,0,24.19,0,0,230,262.9,50.15,0.922,60.48,60.48,514.05,49.59,65.45,60.8,55.64,60.48
2026-07-28 07:30,13,Tuesday,30,Jul,Monsoon,Yes,No,Yes,34,53,1.5,Clear,35,Academic Block C,2,66,54,4,66,7,2.76,10.5,0,24.47,0,0,231,264.8,50.1,0.922,61.18,61.18,520.02,50.17,65.45,60.8,55.64,61.18
2026-07-28 07:30,13,Tuesday,30,Jul,Monsoon,Yes,No,Yes,34,53,2.3,Partly Cloudy,35,Academic Block D,2,66,54,4,66,7,2.76,10.5,0,23.78,0,0,232,256.2,49.96,0.922,59.44,59.44,505.26,48.74,64.75,60.15,55.04,59.44
2026-07-28 07:30,13,Tuesday,30,Jul,Monsoon,Yes,No,Yes,34,53,4,Cloudy,35,Workshop Building,2,66,54,4,66,5,2.76,7.5,0,38.41,48.01,0,233,412.1,49.86,0.922,96.02,96.02,816.19,78.74,108.84,101.11,92.52,96.02
2026-07-28 07:30,13,Tuesday,30,Jul,Monsoon,Yes,No,Yes,34,53,2,Light Rain,35,Centre of Excellence,2,17,14,1,11,4,2.02,6,3.76,0,0,16.74,234,159,49.89,0.922,37.2,37.2,316.17,30.5,44.05,40.93,37.45,37.2
2026-07-28 08:30,14,Tuesday,30,Jul,Monsoon,Yes,No,Yes,33,54,3.5,Humid,34,Academic Block A,3,28,23,2,25,6,2.58,9,0,0,0,0,229,206,50.15,0.929,47.18,47.18,401.04,38.69,41.7,49.02,44.86,47.18
2026-07-28 08:30,14,Tuesday,30,Jul,Monsoon,Yes,No,Yes,33,54,3.5,Clear,34,Academic Block B,3,29,24,2,29,6,2.39,9,0,25.82,0,0,230,280.7,50.1,0.929,64.56,64.56,548.76,52.94,57.36,67.43,61.7,64.56
2026-07-28 08:30,14,Tuesday,30,Jul,Monsoon,Yes,No,Yes,33,54,0.3,Partly Cloudy,34,Academic Block C,3,29,24,2,29,6,2.39,9,0,25.46,0,0,231,275.6,49.96,0.929,63.66,63.66,541.1,52.2,57.36,67.43,61.7,63.66
2026-07-28 08:30,14,Tuesday,30,Jul,Monsoon,Yes,No,Yes,33,54,3.2,Cloudy,34,Academic Block D,3,132,108,8,6,8,3.86,12,0,24.81,0,0,232,267.3,49.86,0.929,62.01,62.01,527.12,50.85,56.75,66.7,61.04,62.01
2026-07-28 08:30,14,Tuesday,30,Jul,Monsoon,Yes,No,Yes,33,54,3.8,Light Rain,34,Workshop Building,3,74,61,4,74,6,2.76,9,0,41.37,51.71,0,233,443.8,49.89,0.929,103.42,103.42,879.04,84.8,95.39,112.13,102.61,103.42
2026-07-28 08:30,14,Tuesday,30,Jul,Monsoon,Yes,No,Yes,33,54,0.9,Humid,34,Centre of Excellence,3,26,21,2,22,6,2.76,9,5.39,0,0,18.92,234,179.7,50.02,0.929,42.05,42.05,357.42,34.48,38.61,45.39,41.53,42.05
2026-07-28 09:30,15,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,57,3.9,Clear,33,Academic Block A,1,36,30,2,24,6,2.94,9,0,0,0,0,229,230.3,50.1,0.936,52.73,52.73,448.2,43.24,46.24,53.83,49.26,52.73
2026-07-28 09:30,15,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,57,2.8,Partly Cloudy,33,Academic Block B,1,97,80,6,5,8,3.22,12,0,27.73,0,0,230,301.4,49.96,0.936,69.32,69.32,589.22,56.84,63.61,74.05,67.77,69.32
2026-07-28 09:30,15,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,57,0.9,Cloudy,33,Academic Block C,1,97,80,6,5,8,3.22,12,0,26.54,0,0,231,287.2,49.86,0.936,66.34,66.34,563.89,54.4,63.61,74.05,67.77,66.34
2026-07-28 09:30,15,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,57,3.8,Light Rain,33,Academic Block D,1,113,93,7,3,7,3.31,10.5,0,25.72,0,0,232,277.2,49.89,0.936,64.3,64.3,546.58,52.73,62.93,73.26,67.04,64.3
2026-07-28 09:30,15,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,57,3.2,Humid,33,Workshop Building,1,162,133,10,162,10,5.06,15,0,43.86,54.83,0,233,470.6,50.02,0.936,109.66,109.66,932.09,89.92,105.78,123.15,112.69,109.66
2026-07-28 09:30,15,Tuesday,30,Jul,Monsoon,Yes,No,Yes,32,57,0.3,Clear,33,Centre of Excellence,1,24,20,1,18,5,2.3,7.5,1.92,0,0,20.82,234,197.7,50.14,0.936,46.26,46.26,393.23,37.94,42.82,49.85,45.61,46.26
2026-07-28 10:30,16,Tuesday,30,Jul,Monsoon,Yes,No,Yes,29,61,4,Partly Cloudy,32,Academic Block A,2,23,19,1,13,5,2.21,7.5,0,0,0,0,229,223.8,49.96,0.936,51.25,51.25,435.59,42.02,50.79,53.83,49.26,51.25
2026-07-28 10:30,16,Tuesday,30,Jul,Monsoon,Yes,No,Yes,29,61,1.9,Cloudy,32,Academic Block B,2,81,66,5,81,8,2.76,12,0,27.57,0,0,230,299.7,49.86,0.936,68.92,68.92,585.85,56.52,69.86,74.05,67.77,68.92
